zipcode,Number of Returns,Number of Exemptions,NUMDEP,ELDERLY,Salaries and wages amount
43220,14360,24750,6570,3800,859145
43221,17340,31870,9160,4470,1353309
43222,1600,3300,1510,150,30904
43223,10540,20870,8700,1570,256096
43224,20480,38770,15010,3180,521390
43227,11670,21780,8940,2250,280133
43228,26160,49800,18430,3900,857567
43229,25660,47630,17710,4100,739927
43230,29690,52520,15250,6300,1501649
43231,10550,19860,7490,1690,337621
43232,21480,39730,15820,3270,586307
43235,22600,39880,11110,5370,1222146
43240,2950,5240,1460,400,166956
43302,21810,41140,13280,5470,695863
43310,1570,2990,840,460,57456
43311,9500,17260,5220,2180,338061
43314,1370,2620,750,370,50914
43315,3260,6330,1950,730,123951
43316,2970,5480,1650,720,113165
43318,1600,3090,960,380,56555
43319,530,1080,340,130,27786
43320,680,1290,380,190,22704
43321,130,240,70,30,4324
43322,170,340,130,40,5779
43323,320,610,160,110,11639
43324,1420,2600,660,500,54440
43326,5750,10840,3310,1610,177468
43331,2110,3650,930,660,63077
43332,930,1860,580,260,32184
43333,390,740,250,100,12992
43334,2980,5940,1870,690,121174
43337,510,950,260,140,18496
43338,4650,9090,2820,1210,170686
43340,660,1300,390,180,22911
43341,430,860,280,110,15392
43342,1640,3070,820,470,67255
43343,620,1160,360,150,22118
43344,2720,5250,1650,630,104686
43345,410,800,240,90,15780
43347,680,1360,430,150,25001
43348,960,1660,460,310,29080
43351,5080,9250,2730,1420,174478
43356,580,1070,280,190,25530
43357,2300,4430,1350,650,91475
43358,1200,2370,750,260,47813
43359,370,680,210,90,12728
43360,870,1680,520,220,37409
43402,14060,23450,6140,3560,526295
43406,820,1540,470,200,28517
43407,300,580,180,70,10273
43408,130,250,80,20,4148
43410,5110,9290,2800,1300,179155
43412,2210,4120,1180,630,103023
43413,700,1400,460,160,26309
43416,1420,2700,790,460,58542
43420,15160,27070,8180,4140,496175
43430,2410,4390,1250,700,95977
43431,2290,4160,1230,540,89335
43432,750,1380,380,190,33271
43435,740,1400,400,210,26678
43437,200,410,160,50,6376
43438,150,230,0,90,2613
43440,2600,4210,740,1240,82081
43442,530,950,270,160,18376
43443,930,1810,580,230,42283
43445,620,1110,310,170,26723
43447,1810,3270,910,530,77290
43449,4160,7520,2030,1270,163215
43450,1840,3380,940,600,71316
43451,560,1050,300,140,20039
43452,7210,12210,2920,2610,246213
43456,440,660,130,160,13317
43457,750,1430,430,190,25200
43458,120,210,70,20,3607
43460,3340,5800,1640,830,133908
43462,540,1020,300,150,18058
43463,110,200,60,30,3237
43464,690,1200,330,190,21645
43465,2840,4970,1350,810,103119
43466,1000,1960,600,240,40175
43468,190,350,110,60,6911
43469,1600,2930,830,450,69305
43501,350,710,240,110,10983
43502,3570,6870,2160,1070,134344
43504,540,980,280,190,25966
43506,7530,13390,3780,2140,265521
43511,410,800,220,110,14592
43512,13850,25380,7340,4080,500896
43515,3920,7590,2360,970,149312
43516,1390,2660,820,390,47453
43517,1730,3280,960,450,64052
43518,1180,2480,810,320,41302
43521,1330,2510,820,310,43940
43522,1650,3040,850,470,71410
43524,620,1190,340,230,22741
43525,540,1140,420,100,27375
43526,2850,5580,1820,700,101406
43527,1090,2080,620,330,39593
43528,8280,15300,4510,2280,427864
43529,110,210,70,0,3201
43532,1920,3740,1200,520,74055
43533,770,1490,450,180,29069
43534,820,1530,460,200,28927
43535,390,710,210,120,13587
43536,190,350,100,40,5705
43537,15090,26870,7350,4590,769491
43540,690,1370,470,170,29281
43542,1910,4090,1440,440,154292
43543,3650,6750,2010,940,118735
43545,7130,12910,3660,2020,263013
43547,160,270,60,40,5430
43548,360,700,220,120,14258
43549,680,1290,390,190,23552
43551,20170,38270,11720,5170,1201048
43553,180,300,80,60,5117
43554,1240,2310,690,310,42249
43555,140,240,70,40,4739
43556,860,1730,550,240,27759
43557,1330,2480,730,360,46506
43558,6670,12370,3440,1890,268755
43560,16370,31290,9940,4780,987067
43565,210,350,90,50,6641
43566,3930,7540,2280,1260,206999
43567,6330,12060,3780,1600,237111
43569,1250,2370,690,310,42035
43570,1560,2880,810,410,52234
43571,3690,7140,2210,1060,208025
43604,2870,5180,2150,340,73175
43605,9830,19000,7810,1470,227745
43606,10310,17690,5420,2770,423573
43607,8350,14330,5470,1780,187841
43608,4990,9910,4400,790,106871
43609,8290,16080,6730,1160,198180
43610,1840,3380,1400,390,41696
43611,8830,15780,4870,2240,298192
43612,13240,24140,8680,2310,398211
43613,15690,27870,9070,3150,539575
43614,15020,25430,7030,4260,522565
43615,19030,32610,9750,4860,728664
43616,10400,18470,5150,3080,427678
43617,3730,7090,2080,1260,229812
43619,3780,6840,1960,970,155207
43620,1900,3300,1190,350,50601
43623,10190,17690,4940,2980,416248
43701,24880,45660,13960,6190,853509
43713,3230,6230,1930,850,108222
43716,810,1620,470,270,23229
43717,120,220,70,40,3280
43718,1530,2930,850,390,65282
43719,1070,2060,610,280,36935
43720,570,1140,340,160,18821
43722,180,320,90,40,4703
43723,2260,4150,1310,520,66357
43724,2870,5510,1680,760,95005
43725,8910,16380,4950,2420,284699
43727,690,1360,420,180,26203
43728,480,930,280,110,13970
43730,920,1860,600,220,30553
43731,2210,4280,1360,450,68467
43732,780,1410,360,200,23908
43734,620,1190,380,160,22050
43735,200,420,160,40,5479
43739,1020,2050,680,210,42195
43740,120,200,60,30,3980
43746,600,1170,380,140,21559
43747,440,930,290,140,13453
43748,1190,2380,800,270,38600
43749,1060,2020,580,280,32079
43754,610,1170,320,180,17863
43755,780,1520,430,220,25003
43756,2180,4070,1160,640,64172
43758,1380,2620,790,340,40323
43759,120,230,60,30,4176
43760,790,1630,540,160,28484
43762,2080,4060,1270,530,78715
43764,3400,6600,2220,760,107977
43766,620,1290,440,130,19680
43767,700,1360,380,180,28751
43768,100,170,40,30,3070
43771,830,1600,520,170,25344
43772,900,1700,510,220,28478
43773,1250,2760,990,330,33622
43777,1820,3690,1260,380,57649
43778,600,1320,470,130,18336
43779,400,850,250,110,14079
43780,1080,1940,510,330,33492
43782,340,660,230,60,10591
43783,2100,4140,1300,520,80835
43787,1200,2390,760,320,34824
43788,370,760,240,80,10455
43793,2130,4040,1170,680,59277
43802,490,1110,420,100,14687
43804,1680,3790,1540,220,43835
43811,370,720,210,90,12278
43812,8440,15760,4610,2390,252890
43821,2040,4070,1340,460,76429
43822,2150,4240,1320,490,78054
43824,1680,3600,1280,300,50653
43830,3060,6050,1950,690,133573
43832,3140,6090,1870,790,93366
43837,780,1590,510,200,26470
43840,570,1100,310,160,20593
43842,130,300,100,30,4224
43843,500,1220,480,100,14762
43844,1760,3440,1000,480,59003
43845,2130,4090,1250,550,68736
43901,930,1740,470,300,32871
43903,770,1640,520,230,23899
43906,3540,6470,1880,980,104951
43907,2280,4350,1220,700,74594
43908,550,1140,370,160,19976
43910,1670,3090,800,570,60121
43912,2880,5190,1470,770,89776
43913,640,1140,320,180,18350
43915,650,1250,320,220,19932
43917,1240,2390,670,390,41423
43920,9690,18070,5470,2540,307332
43926,120,200,50,30,3138
43930,400,760,220,120,13052
43931,190,330,80,80,5337
43932,390,800,250,100,12235
43933,890,1780,500,270,30189
43934,170,250,40,70,4433
43935,3800,6800,2000,1010,111236
43938,2360,4260,1220,690,73038
43939,230,450,140,60,8071
43940,220,430,140,50,6494
43942,1040,1920,500,310,32690
43943,1630,3080,870,460,54660
43944,1190,2180,540,360,42388
43945,1240,2480,820,330,38137
43946,820,1600,440,280,25896
43947,2460,4390,1120,770,89788
43948,230,430,120,80,5735
43950,6800,12360,3140,2280,299179
43952,7100,12930,4130,2060,200464
43953,5480,9720,2570,1920,201383
43961,120,190,50,40,3251
43963,640,1120,290,190,18374
43964,4350,8050,2260,1370,143934
43968,2960,5640,1740,790,91627
43971,530,960,260,160,14853
43973,760,1530,470,210,22181
43974,100,190,40,30,3198
43976,670,1280,370,200,22714
43977,960,1850,570,260,31694
43983,220,430,110,80,5813
43986,810,1600,500,220,24110
43988,1010,2050,630,330,27618
44001,11090,19790,5400,3400,471867
44003,1840,3540,1080,550,50611
44004,13860,25720,8300,3800,418597
44010,820,1560,420,240,35235
44011,11180,23430,8450,2800,820243
44012,12500,23790,7320,3840,869274
44017,8960,15050,3880,2590,353566
44021,2860,5780,1980,750,104739
44022,8810,16840,5180,3100,974767
44023,9540,18420,5750,2970,767722
44024,12060,22340,6530,3590,620083
44026,6040,10790,2890,2040,315366
44028,4810,8620,2300,1320,226006
44030,6410,11860,3460,1810,194767
44032,700,1350,420,190,19035
44035,30250,52480,15550,7750,953403
44039,17470,32550,9110,5290,814300
44040,1680,3130,780,710,230456
44041,6780,12280,3610,1820,225604
44044,6160,10960,2860,1770,265513
44045,270,430,110,80,8869
44046,980,2040,650,250,35684
44047,4280,8090,2430,1180,147030
44048,1120,2040,520,350,38013
44049,140,220,60,40,4240
44050,3210,5970,1640,870,146149
44052,12700,23800,8850,2760,319666
44053,9480,17230,5460,2630,338847
44054,6350,11320,3120,1700,251634
44055,8240,15830,6200,1520,198666
44056,6510,11660,3100,1950,353522
44057,9380,17320,5160,2440,355520
44060,33000,56810,14740,10200,1507603
44062,5640,14030,6220,1160,132147
44064,860,1600,420,230,35239
44065,2160,3730,930,700,98630
44067,11240,18910,4670,3450,537233
44070,17360,30140,8070,5290,687602
44072,2440,4470,1130,930,190982
44074,4500,7880,2080,1670,164649
44076,2160,4670,1790,490,60318
44077,28750,55060,18340,7350,1264753
44080,140,270,70,50,4496
44081,3530,7010,2320,940,155931
44082,610,1260,410,170,17146
44084,1750,3320,980,480,70192
44085,1410,2730,860,370,51034
44086,1140,2100,560,310,47895
44087,11300,21070,6660,3020,620641
44089,8190,14450,3690,2780,310289
44090,5480,10050,2770,1550,213425
44092,8990,14850,3920,2540,336790
44093,610,1210,400,170,16879
44094,19860,33190,8570,6030,920487
44095,17710,29480,7730,4700,642108
44099,870,2220,990,170,25700
44101,350,520,150,130,10586
44102,17400,31120,11830,1940,504816
44103,5640,10240,4310,940,122851
44104,7010,13930,6770,1020,120358
44105,14460,26630,11140,2710,312902
44106,8310,13040,3900,1790,358317
44107,27600,42540,10170,5020,1212596
44108,9110,16650,7020,1990,249676
44109,17510,31610,11740,2670,473634
44110,7230,13000,5450,1230,161914
44111,19560,34100,11270,3590,623168
44112,7850,13950,5580,1940,159168
44113,8430,11950,2710,750,454945
44114,3140,4270,730,400,392355
44115,2830,4680,1840,230,105145
44116,11570,20220,5550,3930,735868
44117,4530,7650,2610,1280,125503
44118,17930,32960,10860,4670,875206
44119,6200,10230,3420,1380,192892
44120,15310,27210,9990,3610,654322
44121,16290,27930,9170,4310,563534
44122,16850,31410,9840,6110,1204376
44123,8640,14710,5220,1750,262034
44124,21140,35740,9280,6680,1190883
44125,13910,24400,8510,3030,435724
44126,9410,15870,4200,2740,435320
44127,1550,3010,1360,210,29581
44128,13520,22920,8520,3660,311055
44129,14970,25340,7160,3530,523672
44130,27730,45910,11420,8160,1005282
44131,11460,19940,5010,4060,565270
44132,7160,12250,4330,1620,201152
44133,16800,29060,7690,4870,818703
44134,20260,33960,8990,5320,702927
44135,12660,21910,7220,2590,372239
44136,13470,24170,6690,4160,697689
44137,11360,19810,7300,2490,310571
44138,11890,21430,6410,3310,579067
44139,12330,24610,8350,3530,968191
44140,8010,15600,4880,2510,594175
44141,7300,13530,3870,2540,556178
44142,10420,17170,4580,2780,345207
44143,13260,22830,6180,4580,682272
44144,11350,18690,5370,2650,349267
44145,17700,31560,8830,5870,1248715
44146,15520,25160,7290,4310,479571
44147,10700,19300,5700,2980,639064
44149,10610,19830,5810,3430,628664
44201,3230,6100,1730,880,130966
44202,10880,20670,6250,3390,721657
44203,19090,34350,10130,5000,645571
44212,23740,43030,12880,5770,1082739
44214,1040,2040,670,250,41735
44215,1100,1920,550,280,41573
44216,4780,9040,2620,1370,217833
44217,1950,3740,1130,500,72350
44221,15650,25760,6570,3520,550147
44223,9630,16560,4420,2980,434251
44224,20130,35780,10030,5250,988279
44230,4000,7460,2160,1160,168754
44231,4030,7720,2400,980,140365
44233,4200,7930,2330,1270,286760
44234,1770,3030,740,550,75379
44235,650,1350,440,180,25007
44236,12530,26080,8950,3610,1232443
44240,16000,26570,7000,3920,595016
44241,9160,15880,4400,1920,397989
44250,540,940,290,110,15274
44251,580,1070,260,250,34352
44253,1850,3270,800,550,80306
44254,2480,4330,1110,680,86341
44255,3990,7000,1850,1060,158629
44256,32260,60910,18470,8550,1837458
44260,6910,12350,3330,2010,276334
44262,2670,4710,1190,920,116432
44264,1490,2820,830,470,104876
44265,180,300,60,80,5112
44266,15950,27930,7710,4060,552305
44270,4060,7600,2270,980,140880
44272,2770,5040,1420,700,114705
44273,3470,6380,1780,990,152163
44274,190,340,90,70,8678
44275,1630,3010,810,400,69933
44276,980,1970,640,260,34641
44278,9440,16710,4510,3050,392043
44280,2900,5290,1330,910,141874
44281,15470,29630,9230,4090,818364
44286,3340,5970,1610,1070,276328
44287,3390,6710,2120,810,121542
44288,1720,3140,980,440,51915
44301,6600,11900,4150,1280,182312
44302,2290,3620,1080,380,63796
44303,3890,6170,1410,1080,187462
44304,1010,1450,470,100,17884
44305,9880,17340,5680,1950,275416
44306,9120,17040,6910,1490,203862
44307,2990,5560,2400,530,61104
44308,290,300,30,50,10077
44310,10480,20300,7540,1770,268114
44311,2280,4020,1670,260,42024
44312,15700,27110,7350,4170,538715
44313,13780,22100,5440,3930,578198
44314,8220,14640,4860,1650,214020
44319,11620,19860,5050,3460,453297
44320,8870,15640,5650,2110,236632
44321,7670,14860,4710,1960,532003
44333,9610,17760,4980,3340,764499
44401,1340,2410,600,480,50995
44402,1530,2860,780,450,48867
44403,1970,3300,730,750,66142
44404,680,1250,340,210,22631
44405,3440,6260,2130,920,88442
44406,11830,21960,6160,4090,641184
44408,5100,9320,2450,1780,182403
44410,8860,15750,4020,3050,333500
44411,1110,2120,680,280,37189
44412,1360,2510,720,380,50877
44413,3430,6210,1760,880,111256
44417,770,1410,350,240,27607
44418,660,1180,320,200,24922
44420,7400,12880,3650,2140,233784
44423,1070,2020,560,330,35128
44425,7470,12980,3350,2360,252044
44427,690,1410,460,160,22432
44428,1510,2820,790,470,47449
44429,1180,2080,480,370,56690
44430,1690,3120,900,490,46020
44431,2300,4370,1300,630,79620
44432,4590,8640,2480,1200,148580
44436,1890,3240,850,570,64827
44437,2140,3890,1130,630,75341
44438,2100,3710,1030,540,60386
44440,2250,3970,1110,700,80260
44441,780,1480,410,200,32135
44442,1980,3730,1050,640,75985
44443,890,1590,420,290,29160
44444,4900,8670,2330,1440,154729
44445,1470,2950,960,360,54253
44446,9910,16760,4600,2940,274196
44449,570,1050,270,170,22459
44450,800,1690,590,240,23099
44451,1550,2780,710,500,58125
44452,1430,2630,750,460,62800
44454,470,880,260,130,15145
44455,790,1490,430,170,25518
44460,11900,21980,6220,3510,411850
44470,1810,3310,890,560,60846
44471,5190,8980,2670,1360,144646
44473,1970,3350,790,690,70093
44481,5170,9280,2450,1760,176320
44483,11360,20010,6060,3420,308268
44484,11340,20090,5760,3640,411693
44485,6370,11770,4280,1550,133396
44490,360,650,180,90,9923
44491,1560,3690,1460,350,44529
44502,3550,6710,2830,620,68221
44503,150,170,20,50,2634
44504,1800,2920,890,570,40382
44505,6730,12220,4300,1890,164715
44506,860,1710,750,140,15250
44507,1630,3140,1440,260,26654
44509,4610,8370,3060,1010,101307
44510,820,1570,690,160,12966
44511,9320,16060,4810,2800,271322
44512,17500,30050,8340,5120,628917
44514,11850,20810,5410,4130,534733
44515,13940,23640,6400,3870,462820
44601,15080,27450,8340,3960,464098
44606,3010,7270,3070,560,86041
44608,1260,2490,780,310,40797
44609,1760,3260,940,460,64618
44610,270,480,120,70,8719
44611,860,1770,580,190,28416
44612,2700,4980,1350,760,118175
44613,970,1760,510,240,33021
44614,6420,12220,3630,1760,295489
44615,4860,9330,2690,1450,155013
44618,3100,6440,2150,870,112403
44620,730,1350,340,240,25399
44621,2000,3950,1280,460,67006
44622,8820,16730,5050,2600,335002
44624,2260,5320,2170,320,65360
44625,630,1270,410,160,20571
44626,1510,2740,740,440,54049
44627,2520,6730,3210,370,57667
44628,490,1000,340,120,16688
44629,1030,2050,660,260,38605
44632,4890,9360,2840,1410,218754
44633,1050,2330,890,190,27322
44634,990,1870,500,260,38233
44637,1230,2380,780,270,35082
44638,720,1430,450,180,25696
44641,10140,18660,5340,2900,384656
44643,1510,2870,850,430,52498
44644,2170,4020,1140,690,77300
44645,1250,2500,810,290,50235
44646,23180,42410,12800,6320,935840
44647,8890,16030,4480,2390,307315
44651,350,760,260,90,8955
44652,100,170,40,40,2606
44653,270,530,190,60,7673
44654,8750,18650,6800,1690,263042
44656,1250,2380,700,320,44678
44657,4650,8900,2660,1220,155921
44659,140,250,50,40,4428
44661,120,230,70,30,3229
44662,4680,8640,2380,1370,159475
44663,12050,22110,6520,3200,413726
44666,1530,2840,820,350,68211
44667,6260,12240,3990,1540,232993
44669,690,1340,390,190,25332
44671,180,320,80,60,5347
44672,2160,3790,1020,760,52259
44675,900,1670,460,250,30731
44676,2300,4480,1400,550,73838
44677,1400,2610,830,360,48846
44678,110,190,40,30,3050
44680,2060,3820,1000,630,77852
44681,3670,7620,2620,730,120340
44682,470,860,240,110,16310
44683,3470,6840,2300,700,107194
44685,14060,27320,8510,3960,737721
44687,190,320,40,140,2531
44688,1380,2610,800,330,43842
44689,300,610,190,40,8617
44690,110,200,60,30,3415
44691,20360,37190,10410,6200,770467
44695,570,1070,290,170,17593
44697,170,270,40,70,6877
44699,390,780,230,130,12115
44702,280,380,90,40,6315
44703,3240,5980,2290,470,72983
44704,1530,2850,1180,290,29115
44705,7500,14090,5230,1590,190045
44706,8250,14930,4580,2040,248938
44707,3800,7010,2540,800,91312
44708,12710,22200,6270,3900,462409
44709,9080,15310,4110,2500,309158
44710,4190,7470,2480,920,108726
44714,4300,7430,2200,1240,125582
44718,6670,11700,3010,2270,413343
44720,20580,36800,10180,6370,963717
44721,6970,13050,3640,2140,310812
44730,2950,5350,1450,820,99041
44802,500,1040,340,130,20897
44804,600,1120,330,160,21514
44805,14740,26940,7700,4160,503373
44807,1160,2150,620,340,39717
44809,170,310,100,40,5973
44811,6340,11660,3560,1600,225635
44813,3690,7330,2350,1080,133152
44814,1500,2820,810,460,58840
44815,380,640,200,110,11983
44817,680,1240,370,150,25076
44818,1210,2350,740,310,41219
44820,8240,14880,4250,2390,240509
44822,1540,3100,1040,380,54638
44824,2120,3790,1020,670,77329
44826,880,1630,460,220,33055
44827,3270,6050,1820,890,96182
44830,8570,15800,5010,2250,258611
44833,7680,14160,4130,2070,242979
44836,1210,2230,690,280,43914
44837,1860,3820,1400,390,55753
44838,140,230,50,50,4079
44839,6750,12020,3260,2440,278486
44840,1370,2680,790,370,53842
44841,420,790,220,100,16330
44842,2770,5130,1510,790,87495
44843,1270,2370,670,360,45440
44844,380,710,230,110,13152
44846,1770,3330,1020,520,78422
44847,1810,3360,960,510,64332
44849,1070,2030,600,290,36768
44851,2510,4740,1460,640,87193
44853,740,1410,430,190,28503
44854,910,1620,460,280,30628
44855,610,1230,410,150,21213
44857,11620,21460,6720,3010,404447
44859,860,1700,540,220,31860
44864,1550,2880,770,450,52014
44865,1450,2840,960,310,45740
44866,880,1680,490,210,30968
44867,1070,2060,640,290,40695
44870,19870,33970,10130,5330,631542
44875,6530,12020,3540,1860,214485
44878,1220,2770,1050,280,36131
44880,1310,2530,800,310,45523
44882,1380,2570,770,390,47620
44883,13560,23890,6660,3830,458710
44887,470,890,240,120,16767
44889,3270,6020,1630,1000,130396
44890,5100,9780,3260,1300,165137
44901,230,400,100,100,6954
44902,1800,3340,1350,310,32253
